MatchID,Date,Season,Venue,Team1,Team2,Winner,Margin,MarginType,PlayerOfMatch,RunsTeam1,RunsTeam2,WicketsTeam1,WicketsTeam2
MATCH2320,2024-01-04,2024,Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Rajasthan Royals,30,runs,Player_60,228,141,6,10
MATCH2321,2014-03-10,2014,Pune,Chennai Super Kings,Punjab Kings,Punjab Kings,48,wickets,Player_24,90,100,0,0
MATCH2322,2012-06-29,2012,Kolkata,Delhi Capitals,Punjab Kings,Kolkata Knight Riders,9,runs,Player_83,131,89,7,0
MATCH2323,2025-05-24,2025,Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,43,wickets,Player_79,233,176,7,0
MATCH2324,2008-10-09,2008,Kolkata,Punjab Kings,Punjab Kings,Chennai Super Kings,37,wickets,Player_80,91,176,5,5
MATCH2325,2015-05-28,2015,Jaipur,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,19,wickets,Player_54,201,234,9,3
MATCH2326,2019-04-04,2019,Kolkata,Chennai Super Kings,Mumbai Indians,Royal Challengers Bangalore,42,wickets,Player_62,143,88,1,10
MATCH2327,2023-03-11,2023,Bangalore,Chennai Super Kings,Punjab Kings,Kolkata Knight Riders,15,runs,Player_15,249,218,1,3
MATCH2328,2013-02-02,2013,Delhi,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,34,runs,Player_69,233,100,8,3
MATCH2329,2010-07-03,2010,Chennai,Mumbai Indians,Mumbai Indians,Punjab Kings,13,wickets,Player_60,116,203,8,8
MATCH2330,2022-07-16,2022,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Rajasthan Royals,11,runs,Player_17,200,96,0,7
MATCH2331,2019-06-05,2019,Kolkata,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,14,runs,Player_20,133,204,3,0
MATCH2332,2010-01-04,2010,Hyderabad,Punjab Kings,Chennai Super Kings,Royal Challengers Bangalore,21,wickets,Player_59,131,221,0,5
MATCH2333,2013-01-09,2013,Mumbai,Delhi Capitals,Punjab Kings,Delhi Capitals,28,runs,Player_52,224,211,7,10
MATCH2334,2009-09-19,2009,Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,27,runs,Player_28,172,136,7,9
MATCH2335,2016-10-21,2016,Delhi,Kolkata Knight Riders,Royal Challengers Bangalore,Delhi Capitals,29,wickets,Player_84,206,184,10,5
MATCH2336,2021-04-09,2021,Hyderabad,Kolkata Knight Riders,Punjab Kings,Sunrisers Hyderabad,4,runs,Player_20,224,191,10,0
MATCH2337,2014-02-20,2014,Chennai,Sunrisers Hyderabad,Rajasthan Royals,Punjab Kings,30,wickets,Player_43,144,163,2,5
MATCH2338,2019-08-14,2019,Chennai,Punjab Kings,Mumbai Indians,Punjab Kings,11,wickets,Player_44,247,166,4,5
MATCH2339,2017-10-31,2017,Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,11,wickets,Player_40,215,149,6,3
MATCH2340,2021-02-21,2021,Bangalore,Chennai Super Kings,Delhi Capitals,Sunrisers Hyderabad,13,runs,Player_27,243,113,7,0
MATCH2341,2008-08-05,2008,Chennai,Punjab Kings,Punjab Kings,Rajasthan Royals,17,runs,Player_67,209,249,5,8
MATCH2342,2021-01-12,2021,Delhi,Rajasthan Royals,Delhi Capitals,Chennai Super Kings,40,runs,Player_22,172,91,9,3
MATCH2343,2022-02-04,2022,Delhi,Rajasthan Royals,Chennai Super Kings,Sunrisers Hyderabad,36,wickets,Player_66,157,249,1,1
MATCH2344,2013-08-26,2013,Mumbai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,18,wickets,Player_91,180,171,1,5
MATCH2345,2024-05-18,2024,Bangalore,Chennai Super Kings,Kolkata Knight Riders,Royal Challengers Bangalore,42,runs,Player_33,94,124,5,8
MATCH2346,2011-05-09,2011,Delhi,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,42,runs,Player_60,171,185,3,3
MATCH2347,2019-02-16,2019,Chennai,Punjab Kings,Rajasthan Royals,Punjab Kings,3,runs,Player_61,192,180,2,3
MATCH2348,2010-04-13,2010,Kolkata,Punjab Kings,Mumbai Indians,Sunrisers Hyderabad,38,wickets,Player_26,165,217,8,7
MATCH2349,2016-01-23,2016,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Punjab Kings,15,runs,Player_48,124,243,2,8
MATCH2350,2024-04-25,2024,Chennai,Mumbai Indians,Delhi Capitals,Rajasthan Royals,33,runs,Player_69,109,157,5,10
MATCH2351,2024-11-25,2024,Kolkata,Kolkata Knight Riders,Mumbai Indians,Sunrisers Hyderabad,30,runs,Player_60,205,184,10,2
MATCH2352,2013-09-27,2013,Delhi,Delhi Capitals,Kolkata Knight Riders,Chennai Super Kings,9,runs,Player_16,122,136,7,10
MATCH2353,2010-09-07,2010,Bangalore,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,26,wickets,Player_92,249,134,7,9
MATCH2354,2014-08-12,2014,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Delhi Capitals,12,runs,Player_81,225,148,7,9
MATCH2355,2022-01-30,2022,Mumbai,Kolkata Knight Riders,Rajasthan Royals,Sunrisers Hyderabad,13,runs,Player_60,240,191,1,6
MATCH2356,2024-05-16,2024,Pune,Punjab Kings,Chennai Super Kings,Rajasthan Royals,41,wickets,Player_23,174,150,3,6
MATCH2357,2009-09-25,2009,Delhi,Royal Challengers Bangalore,Chennai Super Kings,Mumbai Indians,4,wickets,Player_94,149,95,8,1
MATCH2358,2015-04-11,2015,Hyderabad,Royal Challengers Bangalore,Chennai Super Kings,Delhi Capitals,50,runs,Player_15,227,168,8,2
MATCH2359,2012-12-03,2012,Hyderabad,Rajasthan Royals,Chennai Super Kings,Kolkata Knight Riders,43,wickets,Player_57,110,177,6,9
MATCH2360,2021-08-02,2021,Bangalore,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,1,runs,Player_59,170,163,7,6
MATCH2361,2020-08-29,2020,Bangalore,Mumbai Indians,Kolkata Knight Riders,Delhi Capitals,18,wickets,Player_62,163,108,9,8
MATCH2362,2019-10-02,2019,Delhi,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,41,runs,Player_54,212,90,9,0
MATCH2363,2022-02-19,2022,Mumbai,Punjab Kings,Royal Challengers Bangalore,Chennai Super Kings,7,wickets,Player_79,87,90,1,6
MATCH2364,2012-05-24,2012,Pune,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,12,wickets,Player_46,120,108,7,8
MATCH2365,2024-10-21,2024,Kolkata,Mumbai Indians,Punjab Kings,Chennai Super Kings,28,wickets,Player_97,205,249,10,8
MATCH2366,2015-09-30,2015,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Rajasthan Royals,2,wickets,Player_56,101,131,1,4
MATCH2367,2020-02-28,2020,Jaipur,Delhi Capitals,Kolkata Knight Riders,Mumbai Indians,30,wickets,Player_80,110,240,3,10
MATCH2368,2018-01-14,2018,Kolkata,Punjab Kings,Mumbai Indians,Rajasthan Royals,31,runs,Player_16,199,109,9,3
MATCH2369,2014-10-17,2014,Bangalore,Delhi Capitals,Chennai Super Kings,Kolkata Knight Riders,6,wickets,Player_5,104,107,4,10
MATCH2370,2014-01-18,2014,Pune,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,13,runs,Player_20,90,157,1,1
MATCH2371,2010-03-31,2010,Mumbai,Punjab Kings,Chennai Super Kings,Sunrisers Hyderabad,35,wickets,Player_70,183,93,9,0
MATCH2372,2014-09-04,2014,Jaipur,Sunrisers Hyderabad,Chennai Super Kings,Royal Challengers Bangalore,48,runs,Player_80,85,141,1,8
MATCH2373,2024-12-14,2024,Chennai,Delhi Capitals,Chennai Super Kings,Punjab Kings,39,wickets,Player_15,158,139,5,10
MATCH2374,2023-08-18,2023,Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,33,wickets,Player_29,99,240,5,2
MATCH2375,2017-04-28,2017,Mumbai,Sunrisers Hyderabad,Rajasthan Royals,Kolkata Knight Riders,29,wickets,Player_7,98,112,1,2
MATCH2376,2015-12-01,2015,Bangalore,Delhi Capitals,Chennai Super Kings,Sunrisers Hyderabad,20,runs,Player_80,192,225,5,2
MATCH2377,2011-03-20,2011,Chennai,Delhi Capitals,Rajasthan Royals,Delhi Capitals,43,runs,Player_44,137,172,9,10
MATCH2378,2014-03-01,2014,Kolkata,Mumbai Indians,Chennai Super Kings,Rajasthan Royals,23,runs,Player_36,136,117,9,10
MATCH2379,2015-01-24,2015,Delhi,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,33,runs,Player_20,151,109,5,5
MATCH2380,2012-02-05,2012,Mumbai,Royal Challengers Bangalore,Chennai Super Kings,Mumbai Indians,40,runs,Player_35,199,207,9,0
MATCH2381,2020-09-20,2020,Delhi,Punjab Kings,Punjab Kings,Mumbai Indians,5,wickets,Player_16,157,226,8,0
MATCH2382,2019-08-13,2019,Delhi,Punjab Kings,Delhi Capitals,Rajasthan Royals,18,runs,Player_23,246,107,1,7
MATCH2383,2013-03-19,2013,Kolkata,Delhi Capitals,Rajasthan Royals,Kolkata Knight Riders,23,runs,Player_9,127,181,5,2
MATCH2384,2022-02-23,2022,Kolkata,Royal Challengers Bangalore,Chennai Super Kings,Kolkata Knight Riders,40,runs,Player_65,162,150,10,5
MATCH2385,2010-01-24,2010,Jaipur,Punjab Kings,Mumbai Indians,Mumbai Indians,2,wickets,Player_82,194,181,0,2
MATCH2386,2020-03-13,2020,Chennai,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,50,runs,Player_26,219,80,1,5
MATCH2387,2017-05-23,2017,Chennai,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,10,wickets,Player_89,85,249,6,5
MATCH2388,2010-10-10,2010,Bangalore,Mumbai Indians,Sunrisers Hyderabad,Chennai Super Kings,8,wickets,Player_52,145,234,10,5
MATCH2389,2008-10-20,2008,Jaipur,Delhi Capitals,Royal Challengers Bangalore,Chennai Super Kings,10,runs,Player_29,100,153,3,5
MATCH2390,2016-02-03,2016,Bangalore,Punjab Kings,Kolkata Knight Riders,Royal Challengers Bangalore,31,wickets,Player_65,85,114,4,1
MATCH2391,2015-05-08,2015,Jaipur,Chennai Super Kings,Royal Challengers Bangalore,Kolkata Knight Riders,3,wickets,Player_19,147,106,7,0
MATCH2392,2015-11-27,2015,Mumbai,Punjab Kings,Kolkata Knight Riders,Mumbai Indians,3,runs,Player_75,88,236,0,4
MATCH2393,2012-09-02,2012,Chennai,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,35,runs,Player_75,110,193,4,3
MATCH2394,2021-04-05,2021,Bangalore,Chennai Super Kings,Kolkata Knight Riders,Punjab Kings,26,wickets,Player_47,211,126,8,9
MATCH2395,2018-06-24,2018,Mumbai,Royal Challengers Bangalore,Punjab Kings,Sunrisers Hyderabad,28,runs,Player_59,166,165,3,5
MATCH2396,2023-05-29,2023,Delhi,Punjab Kings,Mumbai Indians,Punjab Kings,31,wickets,Player_87,235,124,1,5
MATCH2397,2012-10-18,2012,Kolkata,Royal Challengers Bangalore,Mumbai Indians,Kolkata Knight Riders,48,wickets,Player_70,155,211,5,6
MATCH2398,2022-07-27,2022,Kolkata,Punjab Kings,Delhi Capitals,Mumbai Indians,43,wickets,Player_41,191,122,9,7
MATCH2399,2019-04-16,2019,Hyderabad,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,32,runs,Player_90,220,83,1,9
MATCH2400,2024-12-01,2024,Kolkata,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,19,wickets,Player_20,147,135,8,1
MATCH2401,2008-05-19,2008,Bangalore,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,36,runs,Player_34,173,215,0,0
MATCH2402,2015-02-08,2015,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai Indians,49,runs,Player_70,250,107,4,7
MATCH2403,2009-11-10,2009,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,21,wickets,Player_80,97,189,4,4
MATCH2404,2021-04-08,2021,Delhi,Punjab Kings,Delhi Capitals,Rajasthan Royals,49,wickets,Player_50,194,239,6,8
MATCH2405,2011-08-17,2011,Delhi,Rajasthan Royals,Kolkata Knight Riders,Mumbai Indians,32,runs,Player_86,91,250,10,9
MATCH2406,2017-02-26,2017,Hyderabad,Royal Challengers Bangalore,Rajasthan Royals,Delhi Capitals,37,runs,Player_42,175,175,10,9
MATCH2407,2022-05-11,2022,Pune,Kolkata Knight Riders,Mumbai Indians,Royal Challengers Bangalore,38,runs,Player_79,205,137,2,9
MATCH2408,2024-08-27,2024,Hyderabad,Mumbai Indians,Rajasthan Royals,Kolkata Knight Riders,4,runs,Player_61,174,208,5,1
MATCH2409,2009-01-30,2009,Mumbai,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,46,runs,Player_59,87,170,7,9
MATCH2410,2025-01-10,2025,Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,22,wickets,Player_55,87,247,6,6
MATCH2411,2009-07-09,2009,Hyderabad,Royal Challengers Bangalore,Punjab Kings,Sunrisers Hyderabad,15,wickets,Player_47,163,124,2,5
MATCH2412,2015-08-10,2015,Pune,Chennai Super Kings,Mumbai Indians,Royal Challengers Bangalore,18,runs,Player_81,149,156,2,3
MATCH2413,2023-01-12,2023,Bangalore,Chennai Super Kings,Delhi Capitals,Royal Challengers Bangalore,11,runs,Player_50,181,208,10,6
MATCH2414,2015-05-16,2015,Chennai,Rajasthan Royals,Royal Challengers Bangalore,Punjab Kings,46,runs,Player_29,93,146,0,3
MATCH2415,2010-06-13,2010,Mumbai,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,28,wickets,Player_86,152,92,6,8
MATCH2416,2016-09-03,2016,Kolkata,Kolkata Knight Riders,Mumbai Indians,Chennai Super Kings,30,wickets,Player_63,100,95,10,9
MATCH2417,2008-04-13,2008,Delhi,Chennai Super Kings,Rajasthan Royals,Kolkata Knight Riders,43,runs,Player_76,227,121,10,5
MATCH2418,2022-06-27,2022,Delhi,Delhi Capitals,Sunrisers Hyderabad,Mumbai Indians,36,runs,Player_58,214,142,5,3
MATCH2419,2013-09-13,2013,Pune,Mumbai Indians,Rajasthan Royals,Mumbai Indians,29,runs,Player_16,169,135,9,7
MATCH2420,2025-06-13,2025,Delhi,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,6,wickets,Player_44,168,147,8,2
MATCH2421,2011-10-16,2011,Kolkata,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,39,wickets,Player_94,231,146,0,3
MATCH2422,2022-04-19,2022,Pune,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,7,wickets,Player_46,224,153,6,7
MATCH2423,2010-01-08,2010,Bangalore,Rajasthan Royals,Kolkata Knight Riders,Delhi Capitals,20,runs,Player_25,142,130,1,9
MATCH2424,2019-01-10,2019,Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,11,runs,Player_26,104,120,2,8
MATCH2425,2009-02-24,2009,Kolkata,Delhi Capitals,Kolkata Knight Riders,Punjab Kings,14,runs,Player_58,231,219,6,0
MATCH2426,2021-07-24,2021,Chennai,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,26,wickets,Player_92,229,185,1,6
MATCH2427,2023-12-30,2023,Hyderabad,Punjab Kings,Punjab Kings,Punjab Kings,5,runs,Player_35,174,200,0,1
MATCH2428,2008-09-11,2008,Kolkata,Delhi Capitals,Chennai Super Kings,Punjab Kings,46,wickets,Player_43,136,152,3,0
MATCH2429,2008-05-26,2008,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,18,wickets,Player_24,106,209,6,3
MATCH2430,2018-03-11,2018,Mumbai,Sunrisers Hyderabad,Royal Challengers Bangalore,Chennai Super Kings,30,wickets,Player_49,108,209,9,0
MATCH2431,2018-06-17,2018,Mumbai,Chennai Super Kings,Delhi Capitals,Punjab Kings,16,runs,Player_5,170,85,1,9
MATCH2432,2009-12-01,2009,Delhi,Punjab Kings,Kolkata Knight Riders,Punjab Kings,29,runs,Player_46,143,114,5,2
MATCH2433,2024-06-11,2024,Delhi,Chennai Super Kings,Kolkata Knight Riders,Delhi Capitals,21,wickets,Player_100,223,170,8,10
MATCH2434,2016-10-03,2016,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Royal Challengers Bangalore,39,wickets,Player_15,190,81,6,5
MATCH2435,2013-02-23,2013,Kolkata,Royal Challengers Bangalore,Rajasthan Royals,Punjab Kings,10,runs,Player_2,95,136,5,5
MATCH2436,2020-12-19,2020,Jaipur,Delhi Capitals,Sunrisers Hyderabad,Mumbai Indians,37,runs,Player_64,152,153,0,7
MATCH2437,2011-05-28,2011,Kolkata,Mumbai Indians,Rajasthan Royals,Sunrisers Hyderabad,42,runs,Player_60,136,192,10,5
MATCH2438,2014-04-09,2014,Chennai,Rajasthan Royals,Mumbai Indians,Chennai Super Kings,25,wickets,Player_32,243,180,4,3
MATCH2439,2011-02-01,2011,Bangalore,Kolkata Knight Riders,Delhi Capitals,Mumbai Indians,44,runs,Player_94,194,242,6,5
MATCH2440,2021-10-05,2021,Jaipur,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai Indians,23,runs,Player_49,183,226,10,5
MATCH2441,2019-04-07,2019,Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,14,runs,Player_17,180,102,2,1
MATCH2442,2016-06-25,2016,Mumbai,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,29,wickets,Player_50,103,108,6,0
MATCH2443,2023-03-21,2023,Delhi,Delhi Capitals,Chennai Super Kings,Sunrisers Hyderabad,1,runs,Player_23,185,131,8,8
MATCH2444,2023-06-27,2023,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Sunrisers Hyderabad,28,wickets,Player_93,148,139,2,3
MATCH2445,2019-10-26,2019,Kolkata,Mumbai Indians,Chennai Super Kings,Kolkata Knight Riders,3,runs,Player_79,104,148,6,6
MATCH2446,2012-08-20,2012,Pune,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,46,wickets,Player_27,175,137,2,9
MATCH2447,2022-11-27,2022,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Chennai Super Kings,32,wickets,Player_21,93,132,7,0
MATCH2448,2023-04-22,2023,Delhi,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,2,wickets,Player_58,230,127,6,9
MATCH2449,2016-06-11,2016,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,32,runs,Player_7,169,115,0,6
MATCH2450,2019-09-10,2019,Chennai,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,49,wickets,Player_28,244,227,10,3
MATCH2451,2023-02-18,2023,Kolkata,Chennai Super Kings,Rajasthan Royals,Sunrisers Hyderabad,18,runs,Player_55,122,150,1,2
MATCH2452,2018-02-03,2018,Kolkata,Delhi Capitals,Royal Challengers Bangalore,Chennai Super Kings,34,runs,Player_32,84,139,1,4
MATCH2453,2017-03-16,2017,Jaipur,Sunrisers Hyderabad,Chennai Super Kings,Kolkata Knight Riders,23,wickets,Player_6,169,131,2,2
MATCH2454,2013-09-09,2013,Pune,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,21,runs,Player_20,201,92,0,6
MATCH2455,2008-08-25,2008,Chennai,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,25,wickets,Player_19,137,174,3,9
MATCH2456,2011-08-28,2011,Hyderabad,Chennai Super Kings,Kolkata Knight Riders,Rajasthan Royals,23,runs,Player_4,108,170,8,3
MATCH2457,2023-01-28,2023,Bangalore,Rajasthan Royals,Punjab Kings,Delhi Capitals,19,runs,Player_86,137,204,7,3
MATCH2458,2019-08-26,2019,Delhi,Mumbai Indians,Sunrisers Hyderabad,Chennai Super Kings,50,runs,Player_59,241,210,9,9
MATCH2459,2017-10-29,2017,Chennai,Rajasthan Royals,Chennai Super Kings,Royal Challengers Bangalore,16,runs,Player_46,150,178,1,8
MATCH2460,2013-07-16,2013,Jaipur,Sunrisers Hyderabad,Kolkata Knight Riders,Chennai Super Kings,24,runs,Player_78,148,204,7,5
MATCH2461,2018-05-17,2018,Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,8,runs,Player_12,116,126,1,2
MATCH2462,2012-02-23,2012,Chennai,Kolkata Knight Riders,Mumbai Indians,Chennai Super Kings,24,wickets,Player_37,237,242,9,8
MATCH2463,2009-09-10,2009,Jaipur,Chennai Super Kings,Punjab Kings,Chennai Super Kings,7,wickets,Player_33,203,215,7,3
MATCH2464,2009-02-13,2009,Chennai,Rajasthan Royals,Chennai Super Kings,Sunrisers Hyderabad,8,runs,Player_92,185,88,7,2
MATCH2465,2011-01-27,2011,Kolkata,Sunrisers Hyderabad,Rajasthan Royals,Punjab Kings,25,runs,Player_64,183,174,2,9
MATCH2466,2012-06-08,2012,Pune,Sunrisers Hyderabad,Kolkata Knight Riders,Royal Challengers Bangalore,23,wickets,Player_20,226,139,9,6
MATCH2467,2012-03-12,2012,Chennai,Rajasthan Royals,Chennai Super Kings,Royal Challengers Bangalore,28,wickets,Player_37,195,187,5,9
MATCH2468,2018-11-11,2018,Kolkata,Rajasthan Royals,Delhi Capitals,Punjab Kings,42,runs,Player_1,121,213,1,10
MATCH2469,2013-01-31,2013,Jaipur,Mumbai Indians,Chennai Super Kings,Rajasthan Royals,38,wickets,Player_35,249,237,9,9
MATCH2470,2010-07-23,2010,Hyderabad,Punjab Kings,Mumbai Indians,Chennai Super Kings,49,runs,Player_83,246,123,0,2
MATCH2471,2021-05-11,2021,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Mumbai Indians,10,runs,Player_14,170,118,9,4
MATCH2472,2019-03-06,2019,Bangalore,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,43,runs,Player_13,169,179,5,2
MATCH2473,2010-11-24,2010,Kolkata,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,22,runs,Player_15,241,154,3,3
MATCH2474,2010-05-16,2010,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Punjab Kings,34,runs,Player_96,213,199,7,0
MATCH2475,2024-04-08,2024,Jaipur,Delhi Capitals,Chennai Super Kings,Mumbai Indians,14,wickets,Player_10,123,96,10,3
MATCH2476,2018-04-20,2018,Delhi,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,2,wickets,Player_31,150,247,3,3
MATCH2477,2024-01-15,2024,Jaipur,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajasthan Royals,42,runs,Player_99,105,159,5,4
MATCH2478,2019-02-15,2019,Jaipur,Delhi Capitals,Delhi Capitals,Punjab Kings,39,wickets,Player_54,87,193,2,9
MATCH2479,2023-05-04,2023,Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Punjab Kings,14,wickets,Player_63,121,231,2,9
MATCH2480,2016-09-15,2016,Pune,Sunrisers Hyderabad,Punjab Kings,Royal Challengers Bangalore,47,wickets,Player_37,181,187,9,1
MATCH2481,2025-06-10,2025,Delhi,Kolkata Knight Riders,Rajasthan Royals,Sunrisers Hyderabad,48,runs,Player_11,223,146,4,4
MATCH2482,2022-03-19,2022,Bangalore,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,46,runs,Player_81,110,87,3,8
MATCH2483,2017-08-13,2017,Pune,Chennai Super Kings,Punjab Kings,Mumbai Indians,36,runs,Player_50,167,234,5,6
MATCH2484,2017-10-08,2017,Bangalore,Chennai Super Kings,Delhi Capitals,Sunrisers Hyderabad,29,wickets,Player_79,250,235,5,7
MATCH2485,2018-11-17,2018,Hyderabad,Punjab Kings,Mumbai Indians,Royal Challengers Bangalore,36,runs,Player_3,100,142,1,4
MATCH2486,2010-02-12,2010,Hyderabad,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,49,runs,Player_95,239,195,0,6
MATCH2487,2013-06-20,2013,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Delhi Capitals,24,runs,Player_45,240,174,2,3
MATCH2488,2014-07-04,2014,Chennai,Mumbai Indians,Delhi Capitals,Chennai Super Kings,44,runs,Player_41,81,139,6,9
MATCH2489,2014-02-04,2014,Pune,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,42,runs,Player_55,210,150,7,5
MATCH2490,2017-01-23,2017,Pune,Royal Challengers Bangalore,Sunrisers Hyderabad,Delhi Capitals,5,wickets,Player_28,249,169,8,10
MATCH2491,2019-07-26,2019,Bangalore,Sunrisers Hyderabad,Rajasthan Royals,Mumbai Indians,38,wickets,Player_56,182,157,9,6
MATCH2492,2013-06-22,2013,Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,19,wickets,Player_10,85,139,4,4
MATCH2493,2016-02-19,2016,Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,23,wickets,Player_98,140,156,1,8
MATCH2494,2016-08-08,2016,Hyderabad,Royal Challengers Bangalore,Punjab Kings,Chennai Super Kings,18,wickets,Player_77,167,222,7,4
MATCH2495,2023-11-21,2023,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai Indians,29,runs,Player_10,240,250,2,1
MATCH2496,2009-02-23,2009,Delhi,Punjab Kings,Mumbai Indians,Kolkata Knight Riders,12,wickets,Player_40,241,242,9,6
MATCH2497,2020-05-25,2020,Pune,Rajasthan Royals,Kolkata Knight Riders,Punjab Kings,20,runs,Player_77,109,215,8,2
MATCH2498,2021-12-19,2021,Jaipur,Mumbai Indians,Delhi Capitals,Chennai Super Kings,48,wickets,Player_62,162,138,5,10
MATCH2499,2021-10-16,2021,Kolkata,Mumbai Indians,Chennai Super Kings,Rajasthan Royals,7,runs,Player_91,191,131,4,4
MATCH2500,2024-12-20,2024,Mumbai,Punjab Kings,Rajasthan Royals,Punjab Kings,8,runs,Player_65,149,91,3,1
MATCH2501,2011-02-20,2011,Pune,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,50,runs,Player_75,213,221,8,5
MATCH2502,2019-12-19,2019,Jaipur,Delhi Capitals,Rajasthan Royals,Mumbai Indians,44,runs,Player_15,196,250,4,6
MATCH2503,2010-04-22,2010,Mumbai,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,38,runs,Player_51,210,113,7,9
MATCH2504,2019-02-27,2019,Mumbai,Delhi Capitals,Punjab Kings,Royal Challengers Bangalore,6,runs,Player_59,103,89,6,2
MATCH2505,2023-05-07,2023,Jaipur,Delhi Capitals,Delhi Capitals,Mumbai Indians,5,runs,Player_6,118,208,8,5
MATCH2506,2020-10-03,2020,Mumbai,Mumbai Indians,Mumbai Indians,Chennai Super Kings,44,wickets,Player_60,187,80,9,5
MATCH2507,2019-02-07,2019,Mumbai,Sunrisers Hyderabad,Kolkata Knight Riders,Delhi Capitals,4,wickets,Player_84,202,249,0,2
MATCH2508,2018-12-13,2018,Jaipur,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,27,runs,Player_80,235,188,7,3
MATCH2509,2009-12-03,2009,Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals,6,runs,Player_52,129,237,3,2
MATCH2510,2025-04-13,2025,Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Punjab Kings,23,wickets,Player_16,138,216,0,5
