EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,EducationLevel,Attrition,MonthlyIncome,PerformanceRating,OverTime
EMP2220,48,Male,Human Resources,Sales Executive,4,3,Yes,123759,3,Yes
EMP2221,33,Female,Human Resources,Laboratory Technician,10,1,Yes,79055,1,Yes
EMP2222,24,Male,Sales,HR Manager,7,3,Yes,31511,3,No
EMP2223,47,Female,Research & Development,Sales Executive,4,3,No,95242,1,No
EMP2224,53,Female,Research & Development,Sales Executive,3,2,Yes,126394,4,No
EMP2225,33,Female,Sales,Sales Representative,15,5,No,86280,4,No
EMP2226,40,Male,Human Resources,Research Scientist,10,4,Yes,87045,3,Yes
EMP2227,24,Female,Human Resources,Research Scientist,3,1,Yes,128491,3,No
EMP2228,22,Male,Human Resources,Sales Representative,7,5,Yes,72611,3,Yes
EMP2229,41,Male,Human Resources,Sales Executive,11,1,Yes,59411,1,No
EMP2230,58,Male,Human Resources,Sales Executive,7,4,Yes,136810,2,No
EMP2231,60,Female,Human Resources,Laboratory Technician,14,1,No,131174,2,No
EMP2232,28,Female,Human Resources,Research Scientist,8,4,No,146812,3,Yes
EMP2233,43,Male,Human Resources,Sales Representative,1,2,No,125749,3,No
EMP2234,40,Male,Sales,Laboratory Technician,14,2,Yes,149727,3,Yes
EMP2235,51,Female,Research & Development,Sales Executive,14,4,No,128817,1,Yes
EMP2236,56,Male,Research & Development,Laboratory Technician,15,5,Yes,63888,5,Yes
EMP2237,55,Female,Research & Development,Sales Executive,13,5,Yes,70901,5,Yes
EMP2238,53,Male,Human Resources,Laboratory Technician,2,5,Yes,80047,5,No
EMP2239,30,Male,Human Resources,Sales Executive,5,4,No,125080,4,Yes
EMP2240,54,Female,Human Resources,Laboratory Technician,0,5,Yes,36029,3,Yes
EMP2241,51,Male,Human Resources,Sales Executive,14,3,No,144729,1,Yes
EMP2242,39,Female,Sales,Sales Representative,1,1,Yes,70037,2,Yes
EMP2243,34,Male,Human Resources,Laboratory Technician,11,5,No,115864,2,Yes
EMP2244,29,Female,Research & Development,Laboratory Technician,15,5,No,53292,2,No
EMP2245,43,Male,Human Resources,Research Scientist,4,2,Yes,147156,5,Yes
EMP2246,32,Male,Human Resources,Laboratory Technician,2,2,Yes,48917,4,No
EMP2247,51,Female,Sales,Sales Representative,11,1,Yes,87646,5,No
EMP2248,38,Female,Sales,Sales Representative,2,1,Yes,84914,4,No
EMP2249,33,Female,Research & Development,Research Scientist,8,3,Yes,58673,1,Yes
EMP2250,22,Male,Human Resources,Sales Executive,8,1,No,141690,5,Yes
EMP2251,43,Male,Human Resources,Sales Representative,0,1,Yes,113101,2,Yes
EMP2252,40,Female,Sales,HR Manager,15,4,Yes,69301,3,No
EMP2253,58,Female,Research & Development,HR Manager,13,3,Yes,80176,4,Yes
EMP2254,34,Male,Research & Development,Sales Executive,4,5,Yes,138162,1,Yes
EMP2255,33,Female,Sales,Sales Executive,12,1,No,33296,1,No
EMP2256,47,Male,Sales,Research Scientist,6,5,No,44034,4,Yes
EMP2257,49,Female,Human Resources,Research Scientist,14,5,No,111531,1,Yes
EMP2258,54,Female,Research & Development,Laboratory Technician,9,1,Yes,41549,2,Yes
EMP2259,42,Male,Research & Development,HR Manager,9,3,No,73633,4,No
EMP2260,27,Male,Sales,HR Manager,10,3,Yes,61011,2,No
EMP2261,47,Male,Sales,HR Manager,7,2,Yes,30897,1,No
EMP2262,28,Female,Sales,Sales Executive,13,5,Yes,77965,5,Yes
EMP2263,33,Male,Research & Development,Sales Representative,4,4,No,95433,3,Yes
EMP2264,30,Male,Sales,HR Manager,10,4,No,124264,3,No
EMP2265,52,Male,Research & Development,Research Scientist,0,2,Yes,127454,2,Yes
EMP2266,42,Female,Sales,Sales Executive,1,5,No,134667,2,Yes
EMP2267,37,Female,Research & Development,Sales Representative,11,2,Yes,112040,5,No
EMP2268,22,Female,Sales,HR Manager,3,4,No,56864,4,Yes
EMP2269,38,Female,Research & Development,Sales Executive,2,2,No,125930,1,No
EMP2270,46,Male,Human Resources,HR Manager,2,5,Yes,70517,2,No
EMP2271,37,Male,Human Resources,Sales Executive,13,1,Yes,94463,1,No
EMP2272,50,Female,Research & Development,HR Manager,5,4,No,140800,3,No
EMP2273,39,Female,Human Resources,HR Manager,6,3,Yes,49516,1,Yes
EMP2274,43,Female,Human Resources,Sales Representative,7,2,Yes,64009,5,No
EMP2275,41,Female,Human Resources,Sales Representative,5,2,No,60785,5,No
EMP2276,59,Male,Research & Development,Research Scientist,5,1,No,75838,5,Yes
EMP2277,58,Female,Research & Development,Sales Executive,0,2,Yes,103181,2,Yes
EMP2278,22,Male,Human Resources,Sales Representative,15,4,Yes,85293,1,Yes
EMP2279,38,Female,Research & Development,Sales Executive,3,5,Yes,40888,5,No
EMP2280,45,Female,Human Resources,Research Scientist,10,3,No,94378,3,No
EMP2281,37,Male,Research & Development,Sales Representative,2,2,Yes,83717,1,Yes
EMP2282,25,Female,Research & Development,Sales Representative,3,5,Yes,100091,2,Yes
EMP2283,29,Male,Human Resources,Sales Executive,12,5,Yes,52161,3,Yes
EMP2284,51,Male,Research & Development,Sales Representative,12,3,No,51388,5,No
EMP2285,41,Female,Human Resources,Research Scientist,13,4,Yes,71661,1,No
EMP2286,32,Female,Research & Development,Research Scientist,12,3,Yes,129203,5,Yes
EMP2287,47,Male,Sales,Laboratory Technician,15,2,No,43311,4,No
EMP2288,54,Male,Sales,Sales Representative,4,1,Yes,128232,1,No
EMP2289,41,Female,Human Resources,Sales Executive,10,2,No,119048,5,Yes
EMP2290,29,Male,Sales,Research Scientist,5,4,Yes,46543,4,Yes
EMP2291,40,Female,Research & Development,HR Manager,3,2,Yes,138272,5,No
EMP2292,45,Male,Human Resources,Research Scientist,9,3,Yes,90142,4,Yes
EMP2293,36,Male,Research & Development,Laboratory Technician,11,5,No,117579,5,No
EMP2294,36,Female,Sales,Laboratory Technician,5,4,No,54021,4,No
EMP2295,30,Female,Human Resources,Laboratory Technician,13,2,No,81673,2,No
EMP2296,52,Female,Human Resources,HR Manager,8,1,No,89383,3,Yes
EMP2297,31,Female,Human Resources,Laboratory Technician,15,3,No,30497,3,Yes
EMP2298,51,Male,Sales,Sales Representative,2,3,No,96766,2,Yes
EMP2299,60,Male,Human Resources,Research Scientist,5,1,Yes,81378,5,Yes
EMP2300,45,Male,Sales,Sales Representative,8,4,No,141057,3,No
EMP2301,48,Male,Research & Development,Sales Representative,12,1,No,84828,1,Yes
EMP2302,57,Male,Research & Development,Research Scientist,6,4,No,122221,2,Yes
EMP2303,52,Female,Sales,Laboratory Technician,7,3,Yes,136068,3,No
EMP2304,56,Male,Human Resources,Sales Executive,11,4,Yes,80780,4,Yes
EMP2305,35,Female,Sales,HR Manager,2,2,Yes,76017,5,No
EMP2306,37,Male,Human Resources,HR Manager,10,3,Yes,121591,3,No
EMP2307,60,Male,Research & Development,Research Scientist,14,3,Yes,132651,5,No
EMP2308,27,Female,Sales,Sales Representative,3,3,Yes,82453,1,Yes
EMP2309,55,Male,Human Resources,Sales Representative,8,1,Yes,50007,3,Yes
EMP2310,50,Male,Research & Development,Laboratory Technician,0,2,Yes,142187,3,No
EMP2311,55,Male,Sales,Laboratory Technician,1,4,Yes,47042,1,No
EMP2312,45,Female,Sales,Laboratory Technician,1,2,No,66183,4,Yes
EMP2313,26,Male,Research & Development,Laboratory Technician,11,3,No,40038,2,Yes
EMP2314,58,Male,Human Resources,HR Manager,3,3,Yes,111448,3,No
EMP2315,29,Female,Research & Development,Research Scientist,5,5,No,145254,4,No
EMP2316,25,Female,Sales,Research Scientist,0,2,Yes,87924,4,Yes
EMP2317,57,Female,Human Resources,HR Manager,0,3,Yes,145851,3,Yes
EMP2318,54,Female,Sales,Sales Executive,0,2,Yes,83578,5,Yes
EMP2319,34,Female,Sales,HR Manager,10,1,No,141712,1,Yes
EMP2320,58,Female,Research & Development,Laboratory Technician,12,1,No,101536,5,No
EMP2321,56,Male,Research & Development,Laboratory Technician,9,4,Yes,87933,3,No
EMP2322,31,Male,Research & Development,Sales Representative,0,4,No,96930,4,No
EMP2323,32,Male,Research & Development,HR Manager,11,3,Yes,142231,2,Yes
EMP2324,42,Male,Research & Development,Research Scientist,2,4,No,140665,5,No
EMP2325,55,Male,Research & Development,Research Scientist,5,3,Yes,65332,3,No
EMP2326,50,Male,Sales,Sales Executive,6,3,No,133560,1,No
EMP2327,29,Female,Sales,Laboratory Technician,15,5,Yes,111729,3,No
EMP2328,35,Male,Sales,Sales Representative,5,5,No,68463,5,Yes
EMP2329,59,Male,Human Resources,Sales Executive,6,5,Yes,92037,5,No
EMP2330,53,Male,Research & Development,HR Manager,11,5,No,91221,1,Yes
EMP2331,27,Male,Sales,Research Scientist,3,1,Yes,138772,2,Yes
EMP2332,54,Female,Research & Development,HR Manager,4,2,Yes,40553,4,Yes
EMP2333,50,Male,Research & Development,Laboratory Technician,11,1,Yes,116820,1,No
EMP2334,25,Female,Sales,Research Scientist,5,3,Yes,50924,2,No
EMP2335,51,Male,Sales,HR Manager,14,2,No,105783,5,Yes
EMP2336,30,Female,Human Resources,HR Manager,5,5,No,37876,3,No
EMP2337,54,Female,Research & Development,Research Scientist,4,5,No,113769,3,Yes
EMP2338,48,Male,Sales,Laboratory Technician,14,5,No,57222,2,No
EMP2339,51,Female,Sales,Sales Executive,0,2,Yes,77396,1,No
EMP2340,58,Female,Human Resources,Sales Executive,1,3,Yes,31971,2,Yes
EMP2341,25,Female,Research & Development,Sales Representative,3,3,Yes,34784,1,Yes
EMP2342,57,Male,Sales,Research Scientist,9,2,No,84104,3,Yes
EMP2343,51,Male,Sales,Laboratory Technician,9,4,No,44267,5,Yes
EMP2344,41,Male,Research & Development,Sales Representative,3,5,Yes,135680,5,No
EMP2345,23,Male,Research & Development,Research Scientist,11,1,No,96880,2,Yes
EMP2346,47,Male,Human Resources,Sales Representative,5,3,Yes,69755,3,No
EMP2347,38,Female,Research & Development,Sales Executive,5,1,No,95614,5,No
EMP2348,22,Male,Human Resources,Sales Representative,3,3,Yes,104137,3,Yes
EMP2349,35,Female,Research & Development,Research Scientist,15,1,Yes,93356,5,No
EMP2350,59,Female,Research & Development,Research Scientist,6,3,Yes,69496,1,Yes
EMP2351,26,Male,Research & Development,Sales Representative,4,2,Yes,49080,4,Yes
EMP2352,24,Male,Research & Development,Research Scientist,10,2,No,46456,2,No
EMP2353,49,Male,Human Resources,Sales Executive,14,2,Yes,60840,3,Yes
EMP2354,44,Male,Human Resources,Sales Executive,12,2,No,71052,2,No
EMP2355,26,Male,Sales,Research Scientist,14,3,Yes,143258,1,Yes
EMP2356,56,Female,Sales,Sales Executive,3,2,No,65635,2,Yes
EMP2357,25,Female,Human Resources,Research Scientist,2,5,No,136390,1,No
EMP2358,26,Female,Human Resources,Sales Representative,10,3,Yes,57456,5,Yes
EMP2359,52,Female,Research & Development,Laboratory Technician,7,5,No,70317,4,Yes
EMP2360,24,Male,Research & Development,HR Manager,11,3,No,37031,4,Yes
EMP2361,40,Female,Human Resources,Research Scientist,4,1,No,70270,4,No
EMP2362,48,Female,Research & Development,Sales Representative,7,4,Yes,125165,3,Yes
EMP2363,33,Male,Sales,HR Manager,15,2,No,84955,5,Yes
EMP2364,30,Female,Human Resources,Sales Executive,6,2,No,145173,4,Yes
EMP2365,48,Female,Research & Development,Laboratory Technician,12,1,No,126851,4,No
EMP2366,45,Female,Sales,Research Scientist,1,1,Yes,128815,3,Yes
EMP2367,46,Male,Human Resources,HR Manager,11,1,No,79598,5,Yes
EMP2368,50,Male,Human Resources,Sales Representative,1,5,No,101786,3,Yes
EMP2369,46,Female,Human Resources,HR Manager,15,4,No,49970,1,No
EMP2370,46,Female,Research & Development,Sales Representative,3,5,Yes,44478,3,No
EMP2371,27,Male,Research & Development,Sales Executive,2,4,Yes,49767,1,No
EMP2372,56,Male,Sales,HR Manager,10,1,Yes,41387,5,Yes
EMP2373,30,Female,Research & Development,Research Scientist,12,5,No,74076,4,Yes
EMP2374,44,Male,Research & Development,HR Manager,6,1,Yes,133629,3,Yes
EMP2375,29,Female,Human Resources,Sales Executive,9,5,No,113518,5,No
EMP2376,33,Male,Sales,HR Manager,10,2,No,86731,2,No
EMP2377,56,Male,Human Resources,Laboratory Technician,4,2,Yes,140556,2,No
EMP2378,47,Female,Research & Development,Laboratory Technician,14,5,Yes,63132,1,Yes
EMP2379,55,Female,Human Resources,Research Scientist,6,1,No,109246,5,No
EMP2380,30,Female,Research & Development,Research Scientist,9,2,No,126764,5,No
EMP2381,36,Female,Human Resources,Sales Representative,13,4,No,128462,2,Yes
EMP2382,22,Female,Sales,Sales Representative,12,2,No,76698,5,Yes
EMP2383,23,Female,Sales,Sales Executive,13,2,Yes,51446,3,Yes
EMP2384,41,Male,Human Resources,Laboratory Technician,12,4,Yes,76781,5,No
EMP2385,51,Female,Sales,Laboratory Technician,2,3,No,63656,4,Yes
EMP2386,56,Female,Human Resources,Sales Executive,15,2,Yes,105344,5,No
EMP2387,49,Male,Human Resources,Research Scientist,0,1,No,132977,3,Yes
EMP2388,56,Male,Human Resources,Laboratory Technician,15,4,No,52553,1,No
EMP2389,46,Female,Research & Development,Sales Executive,3,1,No,32253,5,No
EMP2390,36,Female,Human Resources,Sales Executive,10,1,No,82385,4,No
EMP2391,37,Male,Human Resources,Laboratory Technician,15,1,Yes,116497,2,No
EMP2392,51,Male,Sales,Sales Representative,12,5,Yes,120565,2,Yes
EMP2393,44,Male,Human Resources,HR Manager,9,5,No,66229,2,Yes
EMP2394,31,Male,Human Resources,Research Scientist,15,4,Yes,134992,2,No
EMP2395,39,Female,Sales,HR Manager,9,3,Yes,67100,4,Yes
EMP2396,34,Female,Sales,Laboratory Technician,1,4,Yes,114255,1,No
EMP2397,29,Female,Human Resources,Sales Representative,1,1,No,137264,3,No
EMP2398,24,Female,Human Resources,HR Manager,6,4,Yes,41526,5,No
EMP2399,48,Male,Human Resources,Sales Executive,2,5,No,130455,4,Yes
EMP2400,23,Male,Sales,Research Scientist,9,4,Yes,46216,5,No
EMP2401,37,Female,Human Resources,Sales Executive,5,5,Yes,43248,3,Yes
EMP2402,35,Male,Human Resources,HR Manager,10,5,Yes,117894,2,No
EMP2403,26,Female,Sales,Sales Executive,1,1,No,123094,4,No
EMP2404,28,Male,Research & Development,Laboratory Technician,0,1,Yes,110276,4,No
EMP2405,60,Female,Human Resources,Research Scientist,1,2,Yes,94626,4,Yes
EMP2406,24,Female,Sales,Sales Representative,9,2,Yes,131464,3,Yes
EMP2407,50,Male,Sales,Laboratory Technician,12,1,Yes,55633,5,Yes
EMP2408,60,Male,Human Resources,Sales Executive,6,1,No,101657,2,No
EMP2409,25,Male,Human Resources,HR Manager,11,5,Yes,102146,1,Yes
EMP2410,37,Male,Sales,HR Manager,1,1,Yes,40526,4,No
EMP2411,24,Female,Sales,Sales Executive,13,3,Yes,99624,2,No
EMP2412,47,Female,Research & Development,Research Scientist,5,4,No,49235,1,Yes
EMP2413,50,Male,Sales,Sales Executive,11,1,No,90764,4,No
EMP2414,36,Female,Sales,Sales Executive,1,5,No,62647,4,No
EMP2415,56,Male,Human Resources,Laboratory Technician,6,2,No,30330,2,Yes
EMP2416,35,Female,Human Resources,Sales Executive,3,5,No,142351,5,Yes
EMP2417,25,Female,Research & Development,Laboratory Technician,14,5,Yes,117646,2,Yes
EMP2418,30,Male,Sales,Research Scientist,5,1,No,86234,1,No
EMP2419,54,Male,Human Resources,Research Scientist,7,2,Yes,60605,3,Yes
EMP2420,40,Female,Human Resources,Research Scientist,10,4,Yes,70202,1,Yes
EMP2421,36,Male,Research & Development,Research Scientist,2,3,Yes,59536,5,Yes
EMP2422,58,Male,Research & Development,Laboratory Technician,6,4,No,74218,1,Yes
EMP2423,42,Male,Human Resources,Sales Executive,15,4,No,118757,4,No
EMP2424,58,Male,Sales,HR Manager,6,3,No,106907,5,No
EMP2425,60,Male,Research & Development,Research Scientist,0,3,Yes,133409,5,No
EMP2426,42,Female,Sales,Laboratory Technician,1,5,Yes,67683,2,No
EMP2427,37,Female,Research & Development,HR Manager,12,1,Yes,95594,3,Yes
EMP2428,41,Female,Research & Development,Sales Executive,6,4,Yes,144613,2,Yes
EMP2429,31,Female,Sales,Laboratory Technician,3,1,No,143246,4,Yes
EMP2430,55,Female,Research & Development,Research Scientist,9,5,No,95888,3,Yes
EMP2431,36,Male,Sales,Laboratory Technician,0,2,Yes,135682,3,Yes
EMP2432,48,Male,Human Resources,Laboratory Technician,7,4,No,53431,5,No
EMP2433,41,Male,Research & Development,Sales Executive,10,3,No,124898,3,No
EMP2434,39,Male,Research & Development,Research Scientist,5,5,No,38489,4,No
EMP2435,25,Male,Research & Development,HR Manager,12,3,No,99236,5,No
EMP2436,57,Female,Sales,Sales Executive,7,2,No,97740,5,No
EMP2437,59,Male,Sales,Sales Executive,11,1,Yes,66336,5,Yes
EMP2438,33,Female,Sales,Sales Representative,12,1,Yes,106898,1,Yes
EMP2439,49,Female,Human Resources,Sales Executive,1,3,No,135037,4,No
EMP2440,57,Female,Sales,Sales Executive,4,5,Yes,85020,2,Yes
EMP2441,53,Male,Research & Development,Sales Representative,4,1,Yes,100364,2,Yes
EMP2442,25,Female,Sales,Sales Executive,7,1,Yes,33040,2,No
EMP2443,44,Male,Sales,Research Scientist,8,5,No,83104,4,Yes
EMP2444,46,Male,Research & Development,Laboratory Technician,13,5,No,83104,2,No
EMP2445,55,Female,Sales,Sales Representative,9,3,No,64035,2,Yes
EMP2446,42,Female,Sales,Sales Representative,6,1,Yes,143530,4,Yes
EMP2447,48,Female,Research & Development,Sales Executive,8,5,Yes,131466,1,Yes
EMP2448,48,Female,Research & Development,Sales Representative,13,3,No,32396,4,Yes
EMP2449,31,Male,Human Resources,Research Scientist,0,2,Yes,75523,5,Yes
EMP2450,41,Male,Sales,HR Manager,13,2,Yes,140984,5,No
EMP2451,46,Male,Sales,Sales Executive,13,4,Yes,42889,5,Yes
EMP2452,33,Female,Human Resources,Sales Executive,12,5,Yes,137027,1,No
EMP2453,56,Male,Research & Development,Research Scientist,8,4,Yes,43206,2,Yes
EMP2454,52,Male,Sales,Sales Executive,6,3,Yes,35733,2,No
EMP2455,37,Male,Sales,Sales Executive,15,1,Yes,53821,2,Yes
EMP2456,36,Male,Human Resources,Sales Executive,8,5,Yes,41941,4,No
EMP2457,41,Male,Sales,Research Scientist,0,2,No,51102,5,No
EMP2458,31,Female,Research & Development,Sales Executive,12,4,Yes,136846,1,Yes
EMP2459,51,Male,Research & Development,Research Scientist,1,2,No,145102,1,Yes
EMP2460,25,Male,Sales,Research Scientist,14,2,No,78636,4,No
EMP2461,57,Male,Research & Development,HR Manager,4,2,No,70763,3,No
EMP2462,48,Female,Sales,Laboratory Technician,7,2,No,55699,3,Yes
EMP2463,48,Female,Research & Development,Research Scientist,2,5,No,116050,5,Yes
EMP2464,57,Male,Research & Development,Sales Representative,3,5,No,128271,4,No
EMP2465,55,Male,Research & Development,Sales Representative,3,5,No,66564,1,Yes
EMP2466,30,Male,Research & Development,HR Manager,5,2,No,40782,5,Yes
EMP2467,46,Female,Sales,Laboratory Technician,15,1,Yes,135139,3,No
EMP2468,37,Male,Sales,Sales Executive,2,2,Yes,125185,4,Yes
EMP2469,38,Male,Sales,Sales Representative,5,4,Yes,54443,4,No
EMP2470,35,Female,Sales,Research Scientist,10,3,Yes,62392,5,No
EMP2471,43,Male,Human Resources,Sales Representative,5,3,No,143140,3,Yes
EMP2472,27,Female,Human Resources,HR Manager,8,3,No,33841,3,No
EMP2473,50,Female,Sales,Laboratory Technician,12,4,No,45527,1,No
EMP2474,45,Male,Research & Development,Laboratory Technician,9,1,No,122829,4,No
EMP2475,27,Male,Human Resources,Sales Executive,9,1,No,82618,4,Yes
EMP2476,56,Female,Human Resources,HR Manager,9,3,No,36679,4,No
EMP2477,34,Female,Research & Development,HR Manager,8,1,No,70757,3,No
EMP2478,25,Female,Sales,Sales Representative,3,3,No,110124,3,No
EMP2479,39,Female,Research & Development,HR Manager,3,2,No,127514,2,Yes
EMP2480,46,Male,Sales,Laboratory Technician,12,5,No,99191,5,No
EMP2481,60,Female,Research & Development,Laboratory Technician,6,5,No,85559,5,Yes
EMP2482,60,Male,Research & Development,Research Scientist,2,4,No,30549,1,Yes
EMP2483,24,Female,Human Resources,Research Scientist,15,1,Yes,137976,5,No
EMP2484,26,Female,Research & Development,Laboratory Technician,6,3,No,61420,5,Yes
EMP2485,34,Male,Sales,Sales Representative,4,1,Yes,95099,5,No
EMP2486,59,Male,Research & Development,Sales Executive,1,3,No,48648,1,No
EMP2487,57,Female,Sales,Research Scientist,15,2,No,43170,4,Yes
EMP2488,35,Female,Research & Development,Research Scientist,15,4,No,123523,2,No
EMP2489,52,Female,Human Resources,Sales Executive,3,4,Yes,125680,4,No
EMP2490,35,Male,Sales,Research Scientist,3,4,No,114129,5,Yes
EMP2491,43,Male,Sales,HR Manager,7,4,No,144333,1,No
EMP2492,41,Male,Research & Development,Sales Representative,1,1,Yes,96222,3,Yes
EMP2493,22,Male,Human Resources,Sales Representative,12,5,Yes,80469,5,No
EMP2494,35,Male,Human Resources,Sales Executive,5,1,No,36929,1,Yes
EMP2495,34,Female,Human Resources,Sales Executive,2,1,Yes,37661,3,No
EMP2496,29,Female,Sales,Laboratory Technician,2,2,No,56559,4,No
EMP2497,52,Female,Sales,Sales Executive,7,4,No,51385,5,No
EMP2498,37,Female,Human Resources,Sales Representative,13,1,Yes,38189,1,Yes
EMP2499,60,Female,Human Resources,Sales Executive,11,1,No,121601,5,Yes
EMP2500,35,Female,Sales,Sales Representative,14,2,Yes,56429,5,No
EMP2501,47,Male,Research & Development,Laboratory Technician,4,1,Yes,43767,3,No
EMP2502,37,Female,Human Resources,Laboratory Technician,14,5,No,107945,3,No
EMP2503,57,Female,Research & Development,Sales Representative,1,2,No,88552,5,No
EMP2504,42,Female,Research & Development,Laboratory Technician,6,3,No,102189,5,Yes
EMP2505,40,Male,Sales,Sales Executive,6,4,Yes,138537,4,No
EMP2506,46,Male,Human Resources,Research Scientist,10,4,No,107624,2,Yes
EMP2507,51,Female,Human Resources,Sales Representative,1,5,No,111644,4,No
EMP2508,56,Male,Sales,HR Manager,0,1,Yes,109218,5,No
EMP2509,44,Male,Sales,HR Manager,4,1,Yes,149592,2,No
EMP2510,41,Male,Research & Development,HR Manager,10,4,No,36487,5,Yes
EMP2511,38,Male,Human Resources,Research Scientist,8,2,Yes,40509,3,No
EMP2512,45,Female,Sales,Research Scientist,5,4,No,41726,5,No
EMP2513,54,Male,Sales,Laboratory Technician,11,1,Yes,135852,5,Yes
EMP2514,53,Male,Human Resources,Sales Representative,14,3,No,66178,4,Yes
EMP2515,51,Female,Research & Development,HR Manager,6,2,Yes,34251,4,Yes
EMP2516,28,Female,Human Resources,Sales Executive,1,1,Yes,31730,2,Yes
EMP2517,52,Male,Research & Development,Sales Representative,12,2,No,57506,5,No
EMP2518,42,Female,Sales,Sales Representative,12,2,No,69035,1,No
EMP2519,35,Female,Sales,Research Scientist,4,3,Yes,92238,2,Yes
EMP2520,45,Male,Research & Development,Laboratory Technician,9,3,Yes,136599,1,No
EMP2521,42,Male,Human Resources,Laboratory Technician,2,3,No,45306,4,Yes
EMP2522,48,Male,Research & Development,HR Manager,7,1,No,61549,4,No
EMP2523,24,Female,Human Resources,HR Manager,5,4,Yes,44016,1,No
EMP2524,58,Female,Sales,Sales Representative,6,5,Yes,128331,2,No
EMP2525,36,Male,Sales,Laboratory Technician,10,5,Yes,120421,2,No
EMP2526,31,Female,Sales,Sales Representative,14,2,No,95061,5,No
EMP2527,23,Female,Research & Development,Sales Executive,0,4,No,127981,4,No
EMP2528,38,Female,Research & Development,Research Scientist,14,5,Yes,42963,1,No
EMP2529,57,Male,Human Resources,Laboratory Technician,2,1,No,107292,2,No
EMP2530,59,Male,Research & Development,Sales Representative,7,4,No,137824,1,No
EMP2531,59,Female,Human Resources,Research Scientist,9,4,Yes,91162,5,Yes
EMP2532,48,Female,Research & Development,HR Manager,5,4,Yes,129867,1,No
EMP2533,40,Female,Research & Development,Sales Executive,4,5,No,115489,3,Yes
EMP2534,31,Male,Human Resources,Sales Representative,10,2,No,102715,1,No
EMP2535,34,Male,Sales,Laboratory Technician,1,5,No,84387,5,Yes
EMP2536,43,Male,Human Resources,Sales Executive,3,2,No,35975,5,No
EMP2537,36,Female,Human Resources,Sales Executive,2,5,No,132324,1,Yes
EMP2538,46,Female,Research & Development,Sales Representative,13,3,No,128201,2,Yes
EMP2539,58,Female,Sales,Sales Executive,0,3,No,43757,5,No
EMP2540,37,Female,Sales,Laboratory Technician,5,1,No,145949,5,No
EMP2541,53,Male,Human Resources,Sales Representative,10,1,Yes,112620,5,Yes
EMP2542,57,Male,Human Resources,Research Scientist,11,2,No,129309,4,Yes
EMP2543,43,Female,Human Resources,Sales Executive,1,3,No,80849,1,Yes
EMP2544,38,Male,Sales,Laboratory Technician,4,5,No,145881,5,Yes
EMP2545,53,Female,Research & Development,HR Manager,3,1,No,50393,2,No
EMP2546,53,Female,Sales,Laboratory Technician,7,5,Yes,129688,1,No
EMP2547,51,Female,Research & Development,Research Scientist,0,4,No,76501,4,Yes
EMP2548,32,Female,Human Resources,Research Scientist,12,2,No,119619,1,No
EMP2549,44,Male,Sales,Sales Executive,0,3,Yes,123754,4,No
EMP2550,32,Female,Sales,HR Manager,1,3,No,110850,4,No
EMP2551,30,Female,Human Resources,Sales Executive,12,2,Yes,128468,5,No
EMP2552,56,Male,Human Resources,Research Scientist,3,4,No,36675,1,No
EMP2553,53,Male,Research & Development,Laboratory Technician,7,5,Yes,124602,1,No
EMP2554,33,Female,Research & Development,Sales Representative,1,5,Yes,96496,1,No
EMP2555,56,Female,Sales,Sales Representative,2,2,No,63865,4,Yes
EMP2556,25,Male,Human Resources,Laboratory Technician,0,4,No,42913,5,No
EMP2557,55,Male,Human Resources,HR Manager,15,1,No,106262,2,Yes
EMP2558,24,Female,Research & Development,Laboratory Technician,12,2,No,114936,2,No
EMP2559,26,Male,Human Resources,HR Manager,9,2,Yes,67341,4,Yes
EMP2560,25,Female,Research & Development,Research Scientist,12,3,No,140808,2,Yes
EMP2561,22,Female,Human Resources,Sales Executive,14,5,No,113379,5,No
EMP2562,48,Male,Research & Development,Laboratory Technician,7,1,No,91165,5,No
EMP2563,30,Female,Human Resources,Research Scientist,15,1,Yes,137672,2,No
EMP2564,36,Male,Research & Development,Research Scientist,8,1,Yes,98666,4,No
EMP2565,26,Male,Research & Development,Sales Executive,11,3,Yes,73077,5,Yes
EMP2566,31,Female,Sales,Sales Executive,14,4,Yes,143683,5,Yes
EMP2567,22,Female,Human Resources,Laboratory Technician,15,1,Yes,77796,2,No
EMP2568,35,Male,Research & Development,Laboratory Technician,4,5,No,31235,2,Yes
EMP2569,54,Female,Research & Development,Sales Representative,14,1,No,112403,3,No
EMP2570,51,Female,Sales,Research Scientist,11,5,Yes,45791,5,No
EMP2571,45,Male,Research & Development,Sales Representative,7,3,No,40097,4,No
EMP2572,25,Female,Human Resources,Laboratory Technician,4,5,Yes,57005,3,Yes
EMP2573,52,Male,Research & Development,Sales Representative,9,5,No,87350,5,No
EMP2574,53,Female,Sales,HR Manager,5,1,Yes,74659,4,No
EMP2575,23,Female,Human Resources,Research Scientist,12,3,Yes,59288,1,Yes
EMP2576,22,Female,Sales,HR Manager,8,3,Yes,74262,2,No
EMP2577,56,Male,Human Resources,HR Manager,5,5,Yes,99482,3,No
EMP2578,57,Female,Sales,Laboratory Technician,11,2,Yes,51711,1,No
EMP2579,48,Male,Human Resources,HR Manager,0,1,No,122558,4,Yes
EMP2580,22,Male,Research & Development,Laboratory Technician,13,4,Yes,45647,4,No
